Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
World,WLD,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,694.6115279,750.1073203,848.9832845,1013.284861,1118.589055,1220.868263,1298.790762,1437.873933,1675.006002,1869.378383,2046.308812,2090.626707,2048.805261,2042.128947,2089.975873,2156.348019,2518.667151,2811.589849,3111.394911,3183.267715,3514.442925,3673.009895,3851.409594,3835.858141,4073.159402,4469.453,4519.253031,4455.040918,4414.519468,4501.331381,4569.697749,4490.521051,4598.754729,5091.365427,5661.770172,6036.310164,6473.789189,7162.220266,7627.484623,7180.091355,7793.05943,8507.230687,8633.70306,8775.651107,8967.271026,8431.875521,8448.370311,8865.383598,9290.346416,,
World,WLD,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,,,,,,,,,,,,,,,,11.57500688,12.32577516,12.15899561,12.56432838,11.21952801,9.765254442,11.42392947,10.4188858,9.14314421,10.58365829,9.891001451,9.08525122,9.918993172,10.06366479,9.815366064,8.148861847,7.800065877,7.666557224,7.271495668,8.60433452,9.110914775,11.05517249,11.53330209,11.21612364,10.59035906,10.53511996,9.66351154,9.192027621,9.234407604,9.89312392,10.06542117,11.08381738,11.11449322,9.614815689,7.826003259,9.612027825,9.932740418,10.22190825,10.19216506,10.78627828,11.00726454,10.51796291,10.86467812,11.06314685,,
World,WLD,"Adjusted net savings, excluding particulate emission damage (current US$)",NY.ADJ.SVNX.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
World,WLD,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.885857635,7.554877228,7.432594929,7.041827144,8.382187807,8.896475207,10.84528987,11.32562468,11.01618849,10.39651198,10.34367525,9.475417809,9.005993099,9.054008919,9.720182483,9.892281293,10.91273446,10.94390271,9.442400896,7.64595863,9.430383308,9.749019885,10.03876507,10.00772749,10.60315549,10.81815414,10.33509584,10.68322513,10.88141248,,
World,WLD,"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
World,WLD,Adjusted savings: carbon dioxide damage (% of GNI),NY.ADJ.DCO2.GN.ZS,,,,,,,,,,,0.63686602,0.6487826,0.636690265,0.602483155,0.580505409,0.579394106,0.611232056,0.613086952,0.598358185,0.596364073,0.585622016,0.611708137,0.666151166,0.706370728,0.74706689,0.775367532,0.71108351,0.686883561,0.833351973,0.878230683,0.839241318,0.821895097,0.808008018,0.870921862,0.855225982,0.826712506,0.872653869,0.920114859,0.951886557,0.975102005,1.022319152,1.08942146,1.125764531,1.107525697,1.090612902,1.106357595,1.119079498,1.073530311,1.070742356,1.141383157,1.157003692,1.134423683,1.181931928,1.21316373,1.244298645,1.367537631,1.396264604,1.404595554,1.400989315,,
World,WLD,Adjusted savings: carbon dioxide damage (current US$),NY.ADJ.DCO2.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
World,WLD,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,,,,,,,,,,,12.2837846,12.42021815,12.51818309,12.4659885,12.73393876,13.23684184,13.09184753,13.20737503,13.3331547,13.46680802,13.91112012,14.16737019,14.61816264,14.64379155,14.40347483,14.49572074,14.88703515,14.97690237,14.89703708,14.96744205,15.73817187,15.93156978,15.88432657,16.16394653,16.06411217,15.9801852,15.53487627,15.36127464,15.35722116,15.47321958,15.42264931,15.61107165,15.697356,15.67318557,15.52896197,15.46061245,15.39698326,15.51119559,16.05777292,16.95769407,16.42746027,16.43010939,16.73033942,16.77699422,16.78061009,17.01770853,17.06730809,17.14441915,16.95273591,,
World,WLD,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
World,WLD,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,,,,,,,,,,,5.084868399,4.831224625,4.79438315,4.611035477,4.558776683,4.797313358,4.858977985,4.746103133,4.734665701,4.599388415,4.553741318,4.729228147,4.757342194,4.776357405,4.93263343,4.797601437,4.118597777,4.81517683,4.114734649,4.057571625,4.068552821,4.125022074,4.41394994,4.399038402,4.548369126,4.315016153,4.318952934,4.378998282,4.041871349,3.99345069,4.049482159,4.171653794,4.207777186,4.301052501,4.192993956,4.117283915,4.158122872,4.10654448,4.142747119,4.236363852,4.252576237,4.240426822,4.125324637,4.080722095,4.061988368,3.99141621,3.954201628,3.937841435,3.915604707,,
World,WLD,Adjusted savings: education expenditure (current US$),NY.ADJ.AEDU.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
World,WLD,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,,,,,,,,,,,0.250207385,0.289275867,0.307043126,0.395625858,1.687684846,1.450818989,1.586000957,1.57820942,1.523628938,2.863242266,3.166643459,2.384420616,1.450972136,1.676068697,1.664346656,1.525567315,0.60938698,0.770173795,0.627717617,0.894769673,1.075518634,0.621315503,0.614273863,0.625167292,0.522599515,0.514304905,0.689083271,0.596651859,0.32088152,0.504277062,1.020914767,0.864774991,0.754638755,0.870270059,1.167476263,1.485618956,1.573056097,1.480021537,2.07386033,1.068647961,1.333702806,1.826404553,1.647998842,1.467146383,1.267872814,0.64047916,0.522374516,0.708165879,0.996216282,,
World,WLD,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
World,WLD,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,,,,,,,,,,,,,,,,22.19957782,22.89655713,22.97767484,23.40166199,23.69329907,23.07410002,24.00089543,22.53812158,21.54897125,22.57951166,21.99563997,21.27286364,21.64568502,22.47621645,22.64781745,21.86029361,21.14933923,20.65148982,20.6064299,21.58268942,22.2205285,23.92553655,24.12291528,23.88529912,23.61631048,24.0312664,23.12406145,22.63905691,22.67942586,23.60596433,24.1688321,25.31262195,25.4939366,25.11832396,23.05683716,24.76111633,25.67731511,26.05716714,25.94074461,26.34643555,26.32605202,25.85119925,26.48022538,26.79105843,,
World,WLD,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,,,,,,,,,,,0.142444662,0.094350089,0.086306335,0.15713385,0.208780589,0.104274974,0.100936546,0.097090841,0.057004507,0.102213475,0.151644927,0.098568977,0.076128456,0.088102786,0.058891115,0.064289477,0.04511294,0.057632816,0.122882192,0.101026083,0.071148747,0.049493847,0.045422261,0.031663768,0.042815751,0.050355695,0.042360991,0.042920019,0.034783654,0.032082008,0.048030026,0.035470484,0.040935954,0.048416422,0.082483731,0.132047383,0.258787129,0.373534994,0.391488567,0.245914828,0.427979412,0.538530927,0.341701878,0.31378477,0.264304142,0.213723273,0.225818186,0.22739902,0.2474529,,
World,WLD,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
World,WLD,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,,,,,,,,,,,0.389821011,0.408043132,0.417221491,0.587153349,1.93263878,1.60269041,1.726619556,1.741675545,1.638778755,3.020215028,3.38548929,2.550891812,1.607427496,1.849516311,1.796322078,1.648495756,0.715368841,0.888393712,0.726688608,0.944597771,1.085380385,0.673172388,0.715316484,0.701334042,0.611166077,0.621369625,0.787318336,0.69442227,0.407437398,0.580072864,1.116210047,0.9446143,0.842429236,0.976899517,1.2991757,1.669233363,1.886094409,1.918821018,2.53842049,1.379294217,1.831939384,2.449798294,2.067707523,1.856873153,1.612552029,0.934333679,0.832679725,1.014715232,1.306446035,,
World,WLD,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,,,,,,,,,,,0.033323705,0.029654287,0.030361875,0.043976031,0.03842663,0.050554381,0.039742871,0.069020112,0.05985298,0.044531641,0.047556372,0.044126192,0.065163579,0.067850682,0.054707319,0.041294886,0.053591619,0.050276132,0.046297449,0.048554523,0.055904019,0.050021204,0.046851829,0.042273181,0.041970605,0.05307157,0.050342592,0.047650095,0.046273937,0.034721456,0.031715339,0.031465114,0.036111236,0.04667301,0.036299499,0.036058457,0.039021462,0.047705425,0.05239122,0.053557743,0.055518565,0.055532958,0.058611463,0.058212539,0.065059952,0.070755096,0.075672569,0.068809097,0.046121882,,
World,WLD,Adjusted savings: net forest depletion (current US$),NY.ADJ.DFOR.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
World,WLD,Adjusted savings: net national savings (% of GNI),NY.ADJ.NNAT.GN.ZS,,,,,,,,,,,,,,,,8.962735974,9.804709605,9.770299805,10.06850729,10.22649105,9.162979898,9.833525249,7.919958941,6.905179698,8.176036838,7.499919224,6.385828492,6.668782647,7.579179377,7.680375401,6.122121744,5.217769455,4.767163255,4.442483369,5.518577248,6.240343298,8.390660275,8.76164064,8.528077958,8.143090903,8.608617086,7.512989796,6.941700912,7.006240292,8.077002358,8.708219648,9.915638695,9.982741012,9.060551043,6.099143096,8.333656062,9.247205717,9.32682772,9.163750388,9.565825463,9.308343485,8.783891155,9.335806236,9.838322521,,
World,WLD,Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
World,WLD,Adjusted savings: particulate emission damage (% of GNI),NY.ADJ.DPEM.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.263004212,0.245188649,0.233962295,0.229668524,0.222146713,0.214439568,0.209882617,0.207677415,0.199935148,0.193847082,0.191444711,0.188093731,0.186034522,0.180398685,0.172941437,0.17313988,0.171082916,0.170590516,0.172414793,0.180044629,0.181644517,0.183720533,0.183143173,0.184437575,0.183122789,0.189110392,0.182867071,0.181452993,0.181734373,,
World,WLD,Adjusted savings: particulate emission damage (current US$),NY.ADJ.DPEM.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
World,WLD,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,86.03869759,85.81312861,85.26560801,84.00586708,82.8069495,81.77701928,80.83674198,80.00686878,78.6354853,77.27958826,76.04412509,74.83569659,73.86848791,73.52447712,73.16687481,72.69531705,72.05186618,71.25614162,70.8368353,70.34954287,69.86023389,69.26642816,68.67228513,68.29470325,68.0658161,67.989119,67.99469091,68.10808301,67.1999943,66.40882104,65.73682178,65.14089687,64.6542769,64.05786573,63.35962897,62.47829517,61.33489365,60.06873504,58.98459915,57.73336969,56.32864566,54.77335924,53.07785922,51.69804529,50.52434864,49.6472609,48.96201668,48.55560375,48.35990234,48.15118604,47.80619119,47.32398469,46.70373611,45.91523887,45.08657758,44.25544665,43.35995501,42.45350382,42.03560333,,
World,WLD,Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0468998,26.13331032,25.39722061,24.87359047,23.63812065,21.7555809,20.88767052,20.2074604,19.81473923,19.02660942,18.65494919,18.26506042,17.53335953,17.21715927,16.68207932,16.55805969,16.61006927,15.93770027,15.75014019,15.44838047,15.38193989,15.34420013,
World,WLD,"Adolescents out of school, female (% of female lower secondary school age)",SE.SEC.UNER.LO.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.88204956,28.99736977,28.19895935,27.44272041,25.83883095,23.56883049,22.45401001,21.8565197,21.29140091,20.51837921,19.82361031,19.17308044,18.18071938,17.67030907,16.89384079,16.49094009,16.40901947,15.90723038,15.73128986,15.37489033,15.35937977,15.3583498,
World,WLD,"Adolescents out of school, male (% of male lower secondary school age)",SE.SEC.UNER.LO.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.34885025,23.40722084,22.73477936,22.43379974,21.55014992,20.03935051,19.4076004,18.65254974,18.42465019,17.62507057,17.55857086,17.41386986,16.92645073,16.79253006,16.48381996,16.62080956,16.79780006,15.96615982,15.76776981,15.51708031,15.40303993,15.33096981,
World,WLD,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1900000,2200000,2400000,2500000,2700000,2700000,2700000,2800000,2800000,2800000,2700000,2600000,2600000,2500000,2400000,2400000,2300000,2300000,2200000,2200000,2100000,2100000,2000000,2000000,1900000,1900000,1800000,1800000,1700000,1700000,
World,WLD,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600000,1800000,2000000,2100000,2200000,2200000,2200000,2200000,2200000,2200000,2100000,2000000,2000000,1900000,1800000,1800000,1800000,1800000,1800000,1700000,1700000,1700000,1700000,1600000,1600000,1600000,1500000,1500000,1400000,1400000,
World,WLD,Age dependency ratio (% of working-age population),SP.POP.DPND,73.70452451,74.419603,75.23780357,75.98886117,76.44168505,76.52275543,77.01881567,77.05940318,76.81500583,76.48058518,76.17324819,76.16397385,76.04873252,75.83699034,75.46339642,74.90867294,74.49231451,73.88493816,73.1229376,72.25759959,71.33956766,70.52236687,69.71274807,68.91625255,68.14027569,67.4007818,67.08252774,66.72377279,66.34451974,65.94227918,65.51279075,65.36034499,65.01766277,64.54103277,64.01359242,63.46304966,62.81400711,62.25115499,61.68762699,61.01066114,60.19151887,59.58536067,58.82346562,57.98590654,57.18828619,56.48630996,55.97662161,55.53034397,55.14867443,54.81398472,54.51765616,54.36529241,54.21791013,54.09566267,54.0205678,54.00050861,54.09241011,54.21769137,54.35831347,54.48140216,
World,WLD,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,8.590145213,8.704945257,8.7871995,8.837865931,8.86508546,8.869410848,8.991603772,9.087777773,9.162433473,9.223947963,9.276426726,9.391593008,9.487574516,9.567063446,9.63429901,9.690302351,9.805381877,9.906078004,9.983805162,10.02516482,10.02589914,10.03343724,9.997024567,9.939398083,9.887255123,9.85506668,9.894641315,9.938143433,9.987825981,10.04403892,10.10411352,10.21640718,10.32683213,10.42546588,10.50947809,10.57514617,10.67315648,10.74947538,10.81085915,10.86505917,10.91684874,11.00677414,11.08810466,11.15769991,11.20861022,11.24075992,11.30852971,11.35991006,11.41008049,11.47547189,11.56747167,11.71141427,11.87473737,12.06225513,12.28307767,12.5423409,12.86546599,13.21608877,13.58182552,13.94457928,
World,WLD,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,64.24915384,64.80487203,65.47171376,66.09010104,66.44758705,66.48960652,66.81215729,66.73935655,66.42490551,66.03580799,65.68561655,65.54020106,65.31975359,65.02912233,64.59380099,63.99401525,63.47788257,62.78106653,61.94709566,61.0391571,60.11097216,59.2377234,58.41186714,57.61817601,56.84108194,56.08941482,55.68523787,55.2553884,54.81646947,54.36105641,53.88120681,53.64361891,53.20613964,52.64403438,52.05544918,51.47703322,50.71222124,50.08826729,49.49115918,48.77427414,47.89469637,47.17823914,46.29068294,45.32248039,44.41632317,43.64267301,43.0206376,42.49857668,42.06201093,41.66963838,41.29700523,41.02149971,40.73885558,40.46409449,40.21215695,39.98651238,39.80836114,39.64490351,39.48510028,39.30733027,
World,WLD,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
World,WLD,Agricultural land (% of land area),AG.LND.AGRI.ZS,,35.6354496,35.72432739,35.84217911,35.9382971,36.05206365,36.12135947,36.24208127,36.32947625,36.54861403,36.59642169,36.69747274,36.78406006,36.96278871,37.03573045,37.11772777,37.09446478,37.07503339,37.12355367,37.236099,37.34852936,37.363943,37.52122404,37.59281559,37.87447395,38.14477341,38.35960559,38.52301216,38.6876274,38.81124752,38.97238027,39.07275772,37.15494399,37.17409164,37.34775972,37.39127241,37.47117969,37.61140478,37.7335386,37.76235809,37.80422536,37.78330345,37.6872412,37.57433286,37.65889686,37.66301526,37.54641125,37.5291328,37.5080747,37.41055878,37.39758109,37.50685772,37.56137604,37.54153222,37.65267937,37.4218188,37.43073967,,,,
